Level,Date,Hour,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
CHA,03.08.2019,15:00,Swansea,Hull,2,1,H,0,1,A,J Brooks,19,12,8,4,9,10,10,4,2,2,0,0,2.05,3.5,4.0
CHA,03.08.2019,17:30,Nott'm Forest,West Brom,1,2,A,1,2,A,D England,15,12,4,3,8,6,9,5,0,1,0,0,2.5,3.4,3.0
CHA,10.08.2019,12:30,Leeds,Nott'm Forest,1,1,D,0,0,D,R Jones,14,6,4,1,12,12,10,3,2,2,0,0,1.5,3.8,8.0
CHA,10.08.2019,15:00,Charlton,Stoke,3,1,H,1,1,D,S Hooper,5,12,3,3,10,11,1,4,0,0,0,0,3.3,3.3,2.2
CHA,10.08.2019,15:00,Derby,Swansea,0,0,D,0,0,D,J Gillett,17,13,3,3,8,14,8,3,2,1,0,0,2.15,3.4,3.3
CHA,10.08.2019,15:00,Sheffield Weds,Barnsley,2,0,H,1,0,H,T Harrington,16,11,7,3,10,22,6,4,1,1,0,0,2.1,3.25,3.5
CHA,17.08.2019,15:00,Blackburn,Middlesbrough,1,0,H,1,0,H,J Gillett,14,9,3,2,16,11,9,2,5,3,0,0,2.4,3.3,3.0
CHA,17.08.2019,15:00,Brentford,Hull,1,1,D,0,0,D,D England,15,20,4,4,18,11,5,4,1,1,0,0,1.61,4.0,5.5
CHA,17.08.2019,15:00,Bristol City,QPR,2,0,H,1,0,H,R Jones,9,15,3,2,11,11,3,6,2,2,0,0,2.05,3.3,3.75
CHA,17.08.2019,15:00,Nott'm Forest,Birmingham,3,0,H,2,0,H,T Harrington,14,9,5,2,8,10,3,6,0,2,0,0,2.0,3.4,3.8
CHA,17.08.2019,15:00,Wigan,Leeds,0,2,A,0,1,A,A Madley,6,20,2,6,17,19,6,6,3,2,1,0,4.5,3.6,1.83
CHA,21.08.2019,19:45,Cardiff,Huddersfield,2,1,H,1,0,H,J Gillett,24,8,6,3,15,12,8,2,1,1,0,0,2.05,3.3,3.8
CHA,21.08.2019,19:45,Preston,Stoke,3,1,H,2,0,H,J Brooks,8,8,5,2,16,6,0,4,2,2,0,0,2.45,3.2,3.0
CHA,21.08.2019,20:00,West Brom,Reading,1,1,D,0,0,D,P Bankes,20,10,4,5,9,11,11,5,2,2,0,0,1.61,4.0,5.5
CHA,24.08.2019,15:00,Blackburn,Cardiff,0,0,D,0,0,D,D Coote,9,13,2,3,9,14,9,4,1,3,0,0,2.2,3.4,3.2
CHA,24.08.2019,15:00,Fulham,Nott'm Forest,1,2,A,0,1,A,P Bankes,20,11,6,3,8,11,13,1,2,4,0,0,1.65,3.75,5.5
CHA,24.08.2019,15:00,Huddersfield,Reading,0,2,A,0,0,D,T Harrington,10,11,2,4,8,18,8,3,1,1,0,0,2.1,3.4,3.6
CHA,24.08.2019,15:00,Middlesbrough,Millwall,1,1,D,0,0,D,J Brooks,11,12,2,4,13,10,6,7,0,2,0,0,1.95,3.4,4.0
CHA,24.08.2019,15:00,Preston,Sheffield Weds,2,1,H,1,0,H,R Jones,8,11,4,3,10,16,9,7,0,3,0,0,2.37,3.3,2.9
CHA,24.08.2019,15:00,Stoke,Leeds,0,3,A,0,1,A,D England,7,21,2,10,9,11,4,4,0,2,0,0,3.5,3.6,2.0
CHA,31.08.2019,12:30,Bristol City,Middlesbrough,2,2,D,1,0,H,L Mason,18,22,5,6,13,11,6,10,1,1,0,0,2.0,3.4,3.8
CHA,31.08.2019,15:00,Reading,Charlton,0,2,A,0,0,D,J Gillett,19,14,3,5,14,14,8,4,1,3,0,0,1.95,3.6,3.75
CHA,31.08.2019,15:00,Sheffield Weds,QPR,1,2,A,1,0,H,J Brooks,7,11,2,5,22,13,1,6,4,3,0,0,1.95,3.5,3.9
CHA,31.08.2019,15:00,West Brom,Blackburn,3,2,H,3,2,H,T Harrington,21,7,8,4,15,16,7,3,2,2,0,0,1.8,3.75,4.33
CHA,13.09.2019,19:45,Derby,Cardiff,1,1,D,1,1,D,D England,13,13,5,4,13,10,6,4,2,2,0,0,2.5,3.5,2.75
CHA,14.09.2019,15:00,Middlesbrough,Reading,1,0,H,0,0,D,R Jones,10,18,2,7,12,17,5,10,0,3,0,0,2.1,3.5,3.5
CHA,14.09.2019,15:00,Preston,Brentford,2,0,H,1,0,H,D Coote,4,8,2,2,12,16,5,11,2,1,0,0,2.62,3.4,2.7
CHA,15.09.2019,12:00,Huddersfield,Sheffield Weds,0,2,A,0,1,A,S Hooper,9,13,6,4,8,14,3,3,2,3,0,0,2.7,3.3,2.62
CHA,21.09.2019,15:00,Bristol City,Swansea,0,0,D,0,0,D,T Harrington,11,15,2,2,8,10,2,7,1,1,0,1,2.37,3.5,2.9
CHA,21.09.2019,15:00,Luton,Hull,0,3,A,0,0,D,A Madley,6,14,2,4,7,17,5,4,0,2,0,0,2.2,3.4,3.25
CHA,21.09.2019,15:00,Millwall,QPR,1,2,A,0,0,D,P Bankes,13,14,5,3,8,8,6,3,2,3,0,0,2.55,3.2,2.87
CHA,21.09.2019,15:00,Nott'm Forest,Barnsley,1,0,H,0,0,D,J Gillett,11,13,1,5,6,10,8,10,2,3,0,0,1.72,3.75,5.0
CHA,27.09.2019,20:00,Stoke,Nott'm Forest,2,3,A,1,1,D,A Madley,23,6,8,4,9,16,9,3,0,4,0,0,2.4,3.1,3.2
CHA,28.09.2019,15:00,Charlton,Leeds,1,0,H,1,0,H,J Brooks,3,19,3,4,9,15,2,13,3,1,0,0,6.5,4.75,1.45
CHA,28.09.2019,15:00,Derby,Birmingham,3,2,H,1,0,H,S Hooper,7,17,4,6,9,18,2,9,3,1,0,0,2.2,3.3,3.4
CHA,28.09.2019,15:00,Hull,Cardiff,2,2,D,1,0,H,J Gillett,12,8,3,3,11,11,5,8,2,0,0,0,2.5,3.25,2.9
CHA,01.10.2019,19:45,Leeds,West Brom,1,0,H,1,0,H,D Coote,19,10,9,4,6,12,7,6,1,5,0,0,1.75,3.8,4.33
CHA,01.10.2019,19:45,Middlesbrough,Preston,1,1,D,1,1,D,D England,14,9,3,1,16,17,2,3,2,2,0,0,2.62,3.2,2.75
CHA,01.10.2019,20:00,Stoke,Huddersfield,0,1,A,0,0,D,R Jones,18,4,0,1,12,12,9,1,1,2,0,0,1.8,3.7,4.5
CHA,02.10.2019,19:45,Barnsley,Derby,2,2,D,1,2,A,T Harrington,12,12,7,6,22,14,8,2,2,0,0,0,2.5,3.5,2.75
CHA,02.10.2019,19:45,Charlton,Swansea,1,2,A,1,1,D,P Bankes,8,13,3,4,14,14,3,3,4,1,0,0,3.2,3.4,2.25
CHA,05.10.2019,15:00,QPR,Blackburn,4,2,H,1,0,H,S Hooper,10,8,5,2,14,7,4,4,4,4,0,0,2.25,3.5,3.1
CHA,05.10.2019,15:00,Sheffield Weds,Wigan,1,0,H,0,0,D,L Mason,8,5,2,3,15,9,3,2,1,1,0,0,1.66,3.8,5.5
CHA,05.10.2019,15:00,West Brom,Cardiff,4,2,H,2,0,H,J Brooks,15,18,8,8,6,13,6,10,1,1,0,0,1.8,3.8,4.33
CHA,19.10.2019,15:00,Hull,QPR,2,3,A,1,1,D,T Harrington,11,15,3,8,14,10,4,8,1,0,0,0,2.45,3.4,2.9
CHA,19.10.2019,15:00,Leeds,Birmingham,1,0,H,0,0,D,R Jones,15,16,5,4,13,18,9,2,2,2,0,0,1.4,4.5,9.0
CHA,19.10.2019,15:00,Luton,Bristol City,3,0,H,0,0,D,G Scott,12,10,5,2,10,11,8,7,2,2,0,0,2.6,3.4,2.7
CHA,22.10.2019,19:45,Birmingham,Blackburn,1,0,H,1,0,H,D England,12,13,6,1,12,6,7,6,2,1,0,0,2.45,3.3,2.9
CHA,22.10.2019,19:45,Preston,Leeds,1,1,D,0,0,D,K Friend,10,22,2,3,9,9,4,8,1,0,0,0,3.5,3.5,2.05
CHA,22.10.2019,19:45,Sheffield Weds,Stoke,1,0,H,1,0,H,A Madley,11,12,4,1,17,12,5,3,2,1,0,0,2.3,3.1,3.4
CHA,23.10.2019,19:45,Fulham,Luton,3,2,H,1,0,H,J Brooks,20,13,8,3,12,8,4,3,1,0,0,0,1.45,4.5,7.0
CHA,23.10.2019,19:45,Huddersfield,Middlesbrough,0,0,D,0,0,D,T Harrington,10,13,2,2,12,14,4,3,1,3,0,0,2.3,3.2,3.3
CHA,26.10.2019,15:00,Hull,Derby,2,0,H,0,0,D,S Hooper,14,10,4,3,11,8,7,1,4,1,0,0,2.15,3.5,3.4
CHA,26.10.2019,15:00,Middlesbrough,Fulham,0,0,D,0,0,D,P Bankes,14,7,1,1,16,9,5,2,3,2,0,1,3.5,3.25,2.2
CHA,26.10.2019,15:00,Millwall,Stoke,2,0,H,1,0,H,D England,8,4,4,1,10,18,6,2,1,0,0,0,2.75,3.0,2.8
CHA,27.10.2019,12:00,Swansea,Cardiff,1,0,H,1,0,H,R Jones,19,8,5,3,12,15,9,3,0,1,0,0,2.3,3.25,3.25
CHA,27.10.2019,13:30,Bristol City,Wigan,2,2,D,1,1,D,J Brooks,9,19,4,7,8,15,5,10,1,2,0,0,1.95,3.5,4.0
CHA,01.11.2019,19:45,Barnsley,Bristol City,2,2,D,0,1,A,J Gillett,24,9,6,3,9,11,10,6,2,0,0,0,2.6,3.6,2.6
CHA,02.11.2019,12:30,Wigan,Swansea,1,2,A,1,1,D,P Bankes,14,6,2,2,19,8,11,2,4,2,0,0,3.0,3.3,2.4
CHA,02.11.2019,15:00,Brentford,Huddersfield,0,1,A,0,0,D,R Jones,10,4,3,2,12,15,1,4,1,5,0,0,1.45,4.33,7.0
CHA,02.11.2019,15:00,Cardiff,Birmingham,4,2,H,2,1,H,A Madley,12,25,6,6,12,18,8,10,1,3,1,1,2.0,3.3,4.0
CHA,02.11.2019,15:00,Reading,Millwall,2,1,H,2,0,H,T Harrington,12,14,6,2,11,13,3,6,1,0,0,0,2.2,3.3,3.4
CHA,09.11.2019,12:30,Nott'm Forest,Derby,1,0,H,0,0,D,D England,19,11,4,7,14,18,7,8,3,3,0,0,2.2,3.4,3.3
CHA,09.11.2019,15:00,Birmingham,Fulham,0,1,A,0,0,D,J Gillett,16,10,4,3,12,8,5,7,3,2,0,0,3.1,3.25,2.4
CHA,09.11.2019,15:00,Millwall,Charlton,2,1,H,1,0,H,R Jones,8,6,5,5,14,13,8,3,1,1,0,0,2.05,3.4,3.75
CHA,09.11.2019,15:00,QPR,Middlesbrough,2,2,D,2,1,H,D Coote,14,9,7,4,20,9,8,6,4,2,0,0,1.85,3.75,4.0
CHA,10.11.2019,12:00,Cardiff,Bristol City,0,1,A,0,0,D,T Harrington,16,6,3,2,15,13,7,2,1,2,0,0,1.95,3.6,3.8
CHA,23.11.2019,15:00,Brentford,Reading,1,0,H,0,0,D,D Coote,11,6,4,1,13,15,8,7,3,3,0,0,1.72,3.75,5.0
CHA,23.11.2019,15:00,Bristol City,Nott'm Forest,0,0,D,0,0,D,C Pawson,7,12,0,3,15,13,6,6,1,2,0,1,2.37,3.3,3.1
CHA,23.11.2019,15:00,Luton,Leeds,1,2,A,0,0,D,J Brooks,11,21,5,12,7,11,4,8,0,1,0,0,6.5,4.33,1.5
CHA,23.11.2019,15:00,West Brom,Sheffield Weds,2,1,H,1,0,H,T Harrington,9,15,3,2,10,20,6,8,1,3,0,1,1.9,3.6,4.0
CHA,26.11.2019,19:45,Huddersfield,Swansea,1,1,D,1,1,D,J Gillett,14,6,5,2,14,11,11,6,3,2,1,0,2.7,3.2,2.7
CHA,26.11.2019,19:45,Luton,Charlton,2,1,H,1,1,D,D England,16,10,4,2,9,11,5,9,3,1,0,0,2.1,3.6,3.3
CHA,27.11.2019,19:45,Sheffield Weds,Birmingham,1,1,D,0,0,D,P Bankes,24,7,5,2,7,10,12,1,1,3,0,0,1.95,3.3,4.2
CHA,29.11.2019,19:45,Swansea,Fulham,1,2,A,0,2,A,S Hooper,18,10,7,4,12,18,6,0,0,1,0,0,2.87,3.5,2.4
CHA,30.11.2019,15:00,Barnsley,Hull,3,1,H,1,0,H,J Brooks,11,6,5,1,9,15,6,6,0,1,0,0,2.62,3.75,2.45
CHA,30.11.2019,15:00,Brentford,Luton,7,0,H,5,0,H,T Harrington,21,4,12,1,7,10,9,3,0,0,0,0,1.44,4.33,7.5
CHA,30.11.2019,15:00,Bristol City,Huddersfield,5,2,H,4,1,H,D England,12,11,8,5,6,11,4,4,0,1,0,0,2.2,3.2,3.5
CHA,30.11.2019,15:00,Nott'm Forest,Cardiff,0,1,A,0,1,A,R Jones,32,10,2,4,12,14,9,1,0,1,0,0,2.25,3.3,3.25
CHA,30.11.2019,15:00,Stoke,Blackburn,1,2,A,0,1,A,K Friend,16,6,4,5,9,5,6,2,0,0,0,0,1.95,3.4,4.0
CHA,06.12.2019,19:45,Millwall,Nott'm Forest,2,2,D,1,0,H,J Brooks,16,10,5,5,10,9,10,2,1,2,0,0,2.5,3.2,2.9
CHA,07.12.2019,15:00,Luton,Wigan,2,1,H,0,1,A,A Madley,18,11,5,1,9,18,8,3,1,2,0,1,2.4,3.5,2.87
CHA,10.12.2019,19:45,Charlton,Huddersfield,0,1,A,0,0,D,G Scott,6,15,0,5,16,15,1,6,3,2,0,0,2.65,3.3,2.65
CHA,10.12.2019,20:00,Stoke,Luton,3,0,H,2,0,H,J Gillett,15,4,8,1,16,10,7,4,1,2,0,0,1.61,4.1,5.25
CHA,11.12.2019,19:45,Brentford,Cardiff,2,1,H,1,0,H,J Brooks,16,10,5,3,13,11,6,9,2,2,0,0,1.66,3.75,5.5
CHA,14.12.2019,12:30,Birmingham,West Brom,2,3,A,1,1,D,D England,16,9,6,3,11,12,7,2,2,2,0,0,4.2,3.75,1.85
CHA,14.12.2019,15:00,Bristol City,Blackburn,0,2,A,0,1,A,J Brooks,6,8,1,5,16,16,5,5,1,2,0,0,2.15,3.4,3.4
CHA,14.12.2019,15:00,Derby,Millwall,0,1,A,0,1,A,C Kavanagh,11,7,1,2,13,9,9,3,1,2,0,0,2.5,3.2,3.0
CHA,14.12.2019,15:00,Leeds,Cardiff,3,3,D,2,0,H,T Harrington,25,10,8,3,5,17,14,3,1,1,0,1,1.33,5.0,9.5
CHA,14.12.2019,15:00,Stoke,Reading,0,0,D,0,0,D,L Mason,11,3,0,0,12,12,1,4,1,3,0,0,2.0,3.4,3.9
CHA,21.12.2019,15:00,Millwall,Barnsley,1,2,A,0,1,A,J Gillett,16,13,1,6,10,17,8,3,2,4,0,0,1.83,3.7,4.2
CHA,21.12.2019,15:00,Reading,Derby,3,0,H,1,0,H,M Salisbury,14,16,7,6,8,17,6,6,2,7,0,1,2.05,3.4,3.6
CHA,22.12.2019,12:00,Sheffield Weds,Bristol City,1,0,H,0,0,D,T Harrington,15,3,6,1,14,14,8,1,1,3,0,0,1.72,3.8,4.75
CHA,26.12.2019,15:00,Barnsley,West Brom,1,1,D,0,1,A,T Harrington,22,7,8,2,8,15,6,2,1,3,0,0,4.33,3.8,1.8
CHA,26.12.2019,15:00,Blackburn,Birmingham,1,1,D,0,0,D,R Jones,11,13,3,3,16,23,3,2,3,3,0,0,2.1,3.4,3.6
CHA,26.12.2019,15:00,Middlesbrough,Huddersfield,1,0,H,1,0,H,D England,14,8,3,3,12,7,5,4,3,4,0,0,2.45,3.1,3.1
CHA,26.12.2019,15:00,Stoke,Sheffield Weds,3,2,H,1,0,H,J Brooks,17,4,8,3,6,25,8,2,0,2,0,0,2.6,3.2,2.8
CHA,26.12.2019,15:00,Wigan,Derby,1,1,D,0,0,D,J Gillett,11,7,4,3,12,22,10,2,1,3,0,0,2.4,3.3,3.0
CHA,29.12.2019,15:00,Millwall,Brentford,1,0,H,1,0,H,R Jones,8,6,2,2,9,8,4,5,3,1,0,0,3.8,3.3,2.05
CHA,29.12.2019,15:00,Preston,Reading,0,2,A,0,2,A,J Gillett,21,12,5,3,12,5,8,1,0,0,0,0,1.9,3.6,4.0
CHA,29.12.2019,15:00,Swansea,Barnsley,0,0,D,0,0,D,A Coggins,11,12,5,1,17,12,7,3,1,4,0,0,1.9,3.6,4.0
CHA,01.01.2020,15:00,Preston,Middlesbrough,0,2,A,0,1,A,J Brooks,11,18,2,5,4,18,6,3,0,2,0,0,1.8,3.8,4.33
CHA,01.01.2020,15:00,QPR,Cardiff,6,1,H,3,0,H,D England,14,12,7,2,9,10,4,10,2,1,0,0,2.05,3.4,3.6
CHA,01.01.2020,17:15,West Brom,Leeds,1,1,D,1,0,H,R Jones,13,10,6,2,18,13,8,9,2,3,0,0,2.87,3.4,2.4
CHA,02.01.2020,19:45,Swansea,Charlton,1,0,H,1,0,H,P Bankes,14,7,3,5,8,9,7,5,1,3,0,0,1.53,4.2,5.75
CHA,11.01.2020,12:30,Brentford,QPR,3,1,H,3,0,H,J Brooks,14,4,6,2,8,17,8,0,0,5,0,0,1.61,4.0,5.5
CHA,11.01.2020,15:00,Barnsley,Huddersfield,2,1,H,1,0,H,S Hooper,7,10,2,2,13,22,4,4,2,5,0,0,2.15,3.6,3.25
CHA,11.01.2020,15:00,Charlton,West Brom,2,2,D,1,1,D,J Gillett,7,19,2,5,10,14,5,5,2,6,0,0,5.5,4.2,1.57
CHA,11.01.2020,15:00,Luton,Birmingham,1,2,A,0,1,A,G Scott,9,10,2,7,7,20,5,5,1,3,0,1,2.9,3.5,2.4
CHA,12.01.2020,12:00,Cardiff,Swansea,0,0,D,0,0,D,T Harrington,14,12,3,1,16,11,4,8,4,2,0,0,2.37,3.4,3.0
CHA,18.01.2020,12:30,QPR,Leeds,1,0,H,1,0,H,P Bankes,9,17,2,3,17,11,4,11,4,3,0,1,4.5,3.9,1.75
CHA,18.01.2020,15:00,Sheffield Weds,Blackburn,0,5,A,0,3,A,J Gillett,4,15,1,9,14,11,1,5,1,1,1,0,1.75,3.75,4.75
CHA,19.01.2020,12:00,Nott'm Forest,Luton,3,1,H,1,1,D,T Harrington,22,8,5,2,11,19,12,2,0,3,0,0,1.6,4.1,5.5
CHA,28.01.2020,19:45,Cardiff,West Brom,2,1,H,0,0,D,R Jones,10,16,5,3,16,11,1,7,1,0,0,0,3.0,3.3,2.37
CHA,28.01.2020,19:45,Leeds,Millwall,3,2,H,0,2,A,D England,28,11,11,5,12,10,7,3,2,1,0,0,1.53,4.0,7.0
CHA,31.01.2020,19:45,Cardiff,Reading,1,1,D,0,1,A,S Hooper,18,8,4,2,17,13,8,5,3,2,0,0,2.1,3.4,3.5
CHA,31.01.2020,19:45,Derby,Stoke,4,0,H,2,0,H,R Jones,10,7,5,1,15,16,1,7,2,2,0,0,2.8,3.1,2.7
CHA,01.02.2020,15:00,Charlton,Barnsley,2,1,H,2,0,H,J Brooks,8,16,4,6,9,15,6,6,1,4,0,0,2.87,3.5,2.37
CHA,01.02.2020,15:00,Leeds,Wigan,0,1,A,0,0,D,T Harrington,18,5,5,2,10,15,13,6,0,2,0,0,1.36,4.75,9.0
CHA,01.02.2020,15:00,Sheffield Weds,Millwall,0,0,D,0,0,D,D Coote,15,7,2,2,20,13,6,2,4,3,0,0,2.2,3.1,3.6
CHA,08.02.2020,12:30,Wigan,Preston,1,2,A,0,1,A,D England,12,15,4,4,13,10,11,8,1,3,0,0,2.8,3.2,2.6
CHA,08.02.2020,15:00,Blackburn,Fulham,0,1,A,0,0,D,T Harrington,4,11,1,4,8,14,4,6,0,1,0,0,2.8,3.3,2.55
CHA,08.02.2020,15:00,Brentford,Middlesbrough,3,2,H,1,0,H,P Bankes,14,10,5,5,11,12,7,4,0,1,0,0,1.5,4.2,6.5
CHA,08.02.2020,15:00,Stoke,Charlton,3,1,H,1,1,D,J Gillett,13,5,6,2,22,15,8,4,0,5,0,0,1.53,4.0,6.5
CHA,11.02.2020,19:45,Brentford,Leeds,1,1,D,1,1,D,R Jones,7,13,2,6,8,8,3,10,0,0,0,0,2.4,3.4,2.9
CHA,12.02.2020,19:45,Huddersfield,Cardiff,0,3,A,0,2,A,D England,19,11,4,6,9,10,5,6,1,2,0,0,2.45,3.25,3.0
CHA,12.02.2020,19:45,Millwall,Fulham,1,1,D,1,1,D,A Madley,9,9,2,2,9,12,4,3,1,2,0,0,2.9,3.2,2.5
CHA,12.02.2020,20:00,Stoke,Preston,0,2,A,0,0,D,J Brooks,14,4,5,3,11,14,7,4,3,2,0,0,2.1,3.25,3.8
CHA,15.02.2020,15:00,Derby,Huddersfield,1,1,D,0,0,D,C Pawson,10,10,7,3,10,8,4,5,3,0,0,0,2.05,3.4,3.75
CHA,15.02.2020,15:00,Middlesbrough,Luton,0,1,A,0,1,A,J Gillett,7,10,0,1,9,14,8,9,1,4,0,0,1.61,4.0,5.5
CHA,15.02.2020,15:00,Preston,Millwall,0,1,A,0,0,D,T Harrington,10,16,3,6,5,11,1,8,3,0,0,0,2.1,3.2,3.75
CHA,22.02.2020,15:00,Birmingham,Sheffield Weds,3,3,D,2,2,D,J Brooks,11,10,4,5,13,15,4,3,1,5,0,0,2.2,3.25,3.5
CHA,22.02.2020,15:00,Bristol City,West Brom,0,3,A,0,2,A,D England,7,17,1,8,14,13,3,7,2,1,0,1,4.2,3.8,1.8
CHA,22.02.2020,15:00,Charlton,Luton,3,1,H,1,1,D,A Marriner,12,9,3,2,10,8,6,5,2,1,0,0,2.2,3.4,3.25
CHA,22.02.2020,15:00,Leeds,Reading,1,0,H,0,0,D,J Gillett,18,8,5,2,12,10,6,3,1,2,0,0,1.28,5.5,11.0
CHA,22.02.2020,15:00,Nott'm Forest,QPR,0,0,D,0,0,D,R Jones,12,6,2,3,11,17,10,2,1,3,0,0,2.1,3.5,3.4
CHA,25.02.2020,19:45,Huddersfield,Bristol City,2,1,H,1,0,H,R Jones,20,8,6,3,7,12,2,2,2,4,0,0,2.15,3.4,3.4
CHA,25.02.2020,19:45,Luton,Brentford,2,1,H,2,0,H,D England,10,19,3,7,14,9,2,11,2,1,0,0,5.75,4.33,1.55
CHA,25.02.2020,20:00,West Brom,Preston,2,0,H,2,0,H,K Friend,21,5,9,0,8,11,7,2,0,0,0,1,1.65,3.9,5.5
CHA,26.02.2020,19:45,Hull,Barnsley,0,1,A,0,1,A,D Coote,12,22,3,6,11,12,4,9,1,1,0,0,2.5,3.5,2.75
CHA,29.02.2020,15:00,Blackburn,Swansea,2,2,D,1,1,D,P Bankes,16,9,5,3,17,13,2,1,3,5,0,0,2.1,3.3,3.6
CHA,29.02.2020,15:00,Cardiff,Brentford,2,2,D,2,2,D,S Hooper,11,10,6,5,14,6,2,7,4,1,0,0,3.5,3.3,2.15
CHA,29.02.2020,15:00,West Brom,Wigan,0,1,A,0,0,D,T Harrington,9,13,3,5,10,6,6,7,2,1,0,0,1.44,4.5,7.0
CHA,02.03.2020,19:45,Middlesbrough,Nott'm Forest,2,2,D,2,1,H,D England,14,16,4,2,13,11,4,11,1,1,0,0,2.45,3.2,2.87
CHA,07.03.2020,12:30,Bristol City,Fulham,1,1,D,0,0,D,D Coote,14,19,8,5,8,13,3,7,2,2,0,0,3.6,3.4,2.1
CHA,07.03.2020,15:00,Swansea,West Brom,0,0,D,0,0,D,R Jones,9,10,2,1,9,18,3,4,1,2,0,0,3.5,3.5,2.1
CHA,08.03.2020,15:00,Derby,Blackburn,3,0,H,2,0,H,J Brooks,16,11,11,3,12,14,3,6,2,3,0,1,2.3,3.2,3.1
CHA,20.06.2020,12:30,Middlesbrough,Swansea,0,3,A,0,3,A,T Harrington,17,13,1,3,15,13,10,0,2,1,0,0,2.55,3.3,2.8
CHA,20.06.2020,15:00,Huddersfield,Wigan,0,2,A,0,1,A,J Gillett,9,9,1,5,16,17,3,2,2,1,0,0,2.37,3.25,3.1
CHA,20.06.2020,15:00,Hull,Charlton,0,1,A,0,1,A,J Brooks,12,10,3,2,13,20,9,3,1,0,0,0,2.2,3.4,3.3
CHA,20.06.2020,15:00,Luton,Preston,1,1,D,0,0,D,J Brooks,5,12,1,4,9,7,5,7,1,0,0,0,3.3,3.4,2.2
CHA,20.06.2020,15:00,Reading,Stoke,1,1,D,1,0,H,M Salisbury,7,10,3,3,11,13,4,5,0,1,0,0,2.9,3.25,2.5
CHA,20.06.2020,15:00,Sheffield Weds,Nott'm Forest,1,1,D,0,0,D,R Jones,13,10,3,3,17,15,7,4,3,3,0,0,2.6,3.25,2.8
CHA,27.06.2020,15:00,Leeds,Fulham,3,0,H,1,0,H,T Harrington,10,12,5,5,16,15,4,4,2,2,0,1,1.7,3.9,4.75
CHA,27.06.2020,15:00,Wigan,Blackburn,2,0,H,0,0,D,D England,13,12,3,3,13,14,3,6,1,0,0,0,2.62,3.25,2.75
CHA,28.06.2020,12:00,Bristol City,Sheffield Weds,1,2,A,0,1,A,J Brooks,7,12,3,4,13,17,3,9,1,2,0,0,2.62,3.3,2.7
CHA,30.06.2020,18:00,Barnsley,Blackburn,2,0,H,0,0,D,T Harrington,12,10,5,5,12,12,3,3,1,2,0,1,2.5,3.3,2.9
CHA,30.06.2020,19:45,Leeds,Luton,1,1,D,0,0,D,J Brooks,23,3,9,2,9,10,15,1,0,5,0,0,1.25,6.0,11.0
CHA,01.07.2020,17:00,Preston,Derby,0,1,A,0,1,A,J Gillett,9,8,1,3,10,11,7,5,0,0,0,0,2.4,3.3,3.0
CHA,01.07.2020,18:00,Birmingham,Huddersfield,0,3,A,0,1,A,R Jones,10,12,2,6,17,20,4,4,0,1,0,0,2.45,3.2,3.0
CHA,04.07.2020,12:30,Derby,Nott'm Forest,1,1,D,0,1,A,D England,10,10,3,4,12,7,3,4,1,3,1,0,2.37,3.25,3.1
CHA,04.07.2020,15:00,Blackburn,Leeds,1,3,A,0,2,A,R Jones,11,17,3,5,18,12,0,4,1,2,0,0,5.25,3.8,1.66
CHA,07.07.2020,17:00,Nott'm Forest,Fulham,0,1,A,0,1,A,R Jones,10,9,4,2,16,12,8,6,2,2,0,0,2.8,3.0,2.7
CHA,07.07.2020,18:00,Brentford,Charlton,2,1,H,0,1,A,J Brooks,21,6,8,2,10,9,7,1,1,1,0,0,1.28,5.5,11.0
CHA,08.07.2020,18:00,Birmingham,Swansea,1,3,A,1,2,A,J Gillett,20,10,5,4,16,6,9,4,2,3,0,0,2.87,3.3,2.5
CHA,08.07.2020,19:45,Sheffield Weds,Preston,1,3,A,0,0,D,T Harrington,13,14,2,5,15,13,7,2,2,0,0,0,2.4,3.2,3.1
CHA,11.07.2020,15:00,Blackburn,West Brom,1,1,D,0,1,A,J Gillett,7,18,4,8,14,12,3,7,2,2,0,0,4.75,3.5,1.8
CHA,11.07.2020,15:00,Middlesbrough,Bristol City,1,3,A,0,2,A,D England,14,12,4,6,11,9,9,7,1,0,0,0,2.05,3.5,3.6
CHA,14.07.2020,18:00,Wigan,Hull,8,0,H,7,0,H,T Harrington,14,10,9,4,11,16,4,3,0,2,0,0,1.8,3.7,4.5
CHA,14.07.2020,19:45,Millwall,Blackburn,1,0,H,1,0,H,J Brooks,11,10,4,2,13,9,7,4,2,2,0,0,2.2,3.3,3.4
CHA,15.07.2020,17:00,Brentford,Preston,1,0,H,1,0,H,D England,14,8,3,4,15,11,4,6,2,1,0,0,1.45,4.5,7.0
CHA,16.07.2020,17:00,Leeds,Barnsley,1,0,H,1,0,H,J Gillett,7,12,3,3,9,15,7,7,1,1,0,0,1.28,5.5,10.0
CHA,17.07.2020,17:30,Huddersfield,West Brom,2,1,H,1,1,D,J Brooks,7,13,4,4,19,17,2,7,4,6,0,0,5.0,4.0,1.66
CHA,18.07.2020,15:00,Fulham,Sheffield Weds,5,3,H,3,0,H,D England,12,14,8,6,12,14,4,8,1,0,1,0,1.9,3.4,4.33
