,matches,home_corr,draw_corr,away_corr,mean_corr
T Kettle,14,0.34170861314779877,0.5310006656395114,0.3806864427930623,0.4177985738601242
M Donohue,3,0.7595748108111101,0.6297139771074268,-0.2700340697887404,0.3730849060432655
J Adcock,9,0.31830834282535325,0.04454313950763792,0.5594875587841844,0.30744634703905854
G Salisbury,14,0.41430578849742616,-0.3324079385024808,0.7035352597670147,0.26181103658732
A Coggins,13,0.326883070505538,0.11652722354444854,0.24660475806826124,0.23000501737274925
J Busby,10,0.07253227581552413,-0.006594943415379963,0.5764101366995564,0.21411582303323354
S Barrott,11,0.3923525262076353,0.05477056351285148,0.17068380006500503,0.20593562992849726
R Madley,14,0.015810871865524916,0.4534596220301903,-0.0067501462455887866,0.1541734492167088
C Pollard,12,0.058266143161238654,0.07074604580268455,0.16686027057102437,0.09862415317831585
K Johnson,11,0.27035708346369025,-0.03590486135244567,-0.02655279856355216,0.0692998078492308
J Bell,13,-0.035144516387886925,0.0833772116190548,-0.02875153895630499,0.006493718758287629
C Sarginson,14,-0.11637026716241457,-0.5544438896000459,0.26466057671952214,-0.13538452668097944
B Huxtable,11,-0.3387257308143864,-0.40632354267357434,0.14414013248000565,-0.2003030470026517
T Bramall,9,-0.1272706102873406,-0.38681222107709945,-0.1425359063277091,-0.21887291256404973
L Doughty,5,-0.8602918849883066,0.7983785292670188,-0.8388701240104365,-0.3002611599105747
S Martin,4,-0.44584688332723116,0.10141564872779667,-0.6225492137041778,-0.3223268161012041
D Whitestone,3,0.3592106040535496,-1.0,-0.6336225895160312,-0.4248039951541605
