,matches,home_corr,draw_corr,away_corr,mean_corr
S Hooper,8,0.7240492723897227,0.29227705804371346,0.6878479964310383,0.5680581089548249
M Salisbury,17,0.6134232285076864,0.3806623274703168,0.5018750504222155,0.4986535354667396
P Bankes,6,0.7750434371558063,0.15914242148862576,0.40397815161489276,0.4460546700864416
A Davies,10,0.39616575451292907,0.14737309300482057,0.4950236667042787,0.3461875047406761
G Scott,11,0.5824885139409006,0.15033049399547588,0.10627456827440424,0.27969785873692693
J Gillett,26,0.3293748282162407,0.05863314672502261,0.3614578290771209,0.2498219346727947
A Madley,7,0.226696735059663,0.09296255711304101,0.3516081912424356,0.22375582780504652
L Doughty,14,0.10429552224892844,0.2776395507178071,0.2665624455505145,0.21616583950575005
R Jones,8,0.18968277351808216,-0.0629341870142997,0.4359050507729793,0.18755121242558725
J Smith,6,0.4794485315372257,0.009329198479706865,-0.024945508126713922,0.15461074063007288
J Brooks,26,0.16289849977303766,-0.1648212790230202,0.09175342071099536,0.029943547153670938
D England,9,-0.07024309811972533,-0.32749009738327095,0.026586607572912337,-0.123715529310028
L Mason,6,0.21856544733226324,-0.56139755771987,-0.3203121966350771,-0.22104810234089464
